timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,class
12:38.3,0.843287037,2.450000048,0.09074074,1,normal
12:41.4,0.707175926,2.450000048,0.340277791,1,normal
12:45.0,0.582407407,2.450000048,0.589814842,1,normal
12:48.2,0.434953704,2.450000048,0.884722233,1,normal
12:51.2,0.310185185,2.450000048,0.022685185,1,normal
12:55.3,5.788657407,2.450000048,0.272222221,1,normal
12:59.0,5.629861111,2.450000048,0.612500012,1,normal
13:02.1,5.482407407,2.450000048,0.907407403,0,normal
13:05.2,5.403009259,0,0,1,normal
13:08.1,5.368981481,2.450000048,0.09074074,1,normal
13:11.0,5.266898148,2.450000048,0.340277791,1,normal
