motor_status,timestamp,ub_tank,lb_bottle,ub_bottle,flowlevel,ll_tank,ll_bottle,lb_tank,sensor2_thresh,traffic
1,2021-05-03 09:21:32.537714,5.81,0.0,0.9,0.0,1.53518518518515,0.13611111044883728,0.3,3.0,normal
1,2021-05-03 09:21:37.031439,5.81,0.0,0.9,2.450000047683716,1.47847222222219,0.3402777910232544,0.3,3.0,normal
1,2021-05-03 09:21:40.840766,5.81,0.0,0.9,2.450000047683716,1.29699074074071,0.7259259223937988,0.3,3.0,normal
0,2021-05-03 09:21:43.975524,5.81,0.0,0.9,2.450000047683716,1.149537037037,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:21:47.277979,5.81,0.0,0.9,0.0,1.05879629629626,0.0,0.3,3.0,normal
1,2021-05-03 09:21:50.620741,5.81,0.0,0.9,2.450000047683716,1.02476851851848,0.1587962955236435,0.3,3.0,normal
1,2021-05-03 09:21:53.992985,5.81,0.0,0.9,2.450000047683716,0.888657407407371,0.40833333134651184,0.3,3.0,normal
1,2021-05-03 09:21:57.936577,5.81,0.0,0.9,2.450000047683716,0.75254629629626,0.6805555820465088,0.3,3.0,normal
0,2021-05-03 09:22:02.503004,5.81,0.0,0.9,2.450000047683716,0.593749999999963,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:22:06.318123,5.81,0.0,0.9,0.0,0.457638888888852,0.09074074029922485,0.3,3.0,normal
1,2021-05-03 09:22:10.047013,5.81,0.0,0.9,2.450000047683716,0.400925925925889,0.29490742087364197,0.3,3.0,normal
0,2021-05-03 09:22:12.977950,5.81,0.0,0.9,2.450000047683716,0.298842592592556,0.5217592716217041,0.3,3.0,normal
1,2021-05-03 09:22:17.878029,5.81,0.0,0.9,0.0,5.8,0.5217592716217041,0.3,3.0,normal
1,2021-05-03 09:22:21.863428,5.81,0.0,0.9,2.450000047683716,5.76597222222222,0.6805555820465088,0.3,3.0,normal
0,2021-05-03 09:22:25.453024,5.81,0.0,0.9,2.450000047683716,5.60717592592593,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:22:29.352072,5.81,0.0,0.9,0.0,5.5050925925926,0.0,0.3,3.0,normal
1,2021-05-03 09:22:33.537969,5.81,0.0,0.9,2.450000047683716,5.45972222222224,0.1587962955236435,0.3,3.0,normal
1,2021-05-03 09:22:36.715864,5.81,0.0,0.9,2.450000047683716,5.28958333333335,0.4990740716457367,0.3,3.0,normal
1,2021-05-03 09:22:39.844174,5.81,0.0,0.9,2.450000047683716,5.16481481481483,0.7486110925674438,0.3,3.0,normal
0,2021-05-03 09:22:42.790525,5.81,0.0,0.9,2.450000047683716,5.02870370370372,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:22:45.826142,5.81,0.0,0.9,0.0,4.94930555555557,0.022685185074806213,0.3,3.0,normal
1,2021-05-03 09:22:51.403777,5.81,0.0,0.9,2.450000047683716,4.91527777777779,0.24953703582286835,0.3,3.0,normal
1,2021-05-03 09:22:54.423733,5.81,0.0,0.9,2.450000047683716,4.68842592592594,0.612500011920929,0.3,3.0,normal
1,2021-05-03 09:22:58.376071,5.81,0.0,0.9,2.450000047683716,4.56365740740742,0.8847222328186035,0.3,3.0,normal
1,2021-05-03 09:23:02.080567,5.81,0.0,0.9,2.450000047683716,4.40486111111112,0.06805555522441864,0.3,3.0,normal
1,2021-05-03 09:23:05.468955,5.81,0.0,0.9,2.450000047683716,4.25740740740741,0.3629629611968994,0.3,3.0,normal
1,2021-05-03 09:23:09.127707,5.81,0.0,0.9,2.450000047683716,4.1212962962963,0.657870352268219,0.3,3.0,normal
0,2021-05-03 09:23:12.187419,5.81,0.0,0.9,2.450000047683716,3.97384259259259,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:23:15.623677,5.81,0.0,0.9,0.0,3.89444444444444,0.0,0.3,3.0,normal
1,2021-05-03 09:23:19.558052,5.81,0.0,0.9,2.450000047683716,3.84907407407407,0.22685185074806213,0.3,3.0,normal
1,2021-05-03 09:23:22.941254,5.81,0.0,0.9,2.450000047683716,3.69027777777777,0.4763889014720917,0.3,3.0,normal
1,2021-05-03 09:23:26.246674,5.81,0.0,0.9,2.450000047683716,3.55416666666666,0.7259259223937988,0.3,3.0,normal
0,2021-05-03 09:23:34.949177,5.81,0.0,0.9,2.450000047683716,3.41805555555555,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:23:40.657334,5.81,0.0,0.9,0.0,3.21388888888888,0.24953703582286835,0.3,3.0,normal
1,2021-05-03 09:23:45.162866,5.81,0.0,0.9,2.450000047683716,3.15717592592592,0.40833333134651184,0.3,3.0,normal
1,2021-05-03 09:23:49.172512,5.81,0.0,0.9,2.450000047683716,2.97569444444443,0.8166666626930237,0.3,3.0,normal
